Test_Date	County	Total_Number_of_Tests_Performed		
7/13/2022	Herkimer	112		
7/13/2022	Jefferson	260		
7/13/2022	Kings	16175		
7/13/2022	Lewis	176		
7/13/2022	Livingston	102		
7/13/2022	Long Island	13206		
7/13/2022	Madison	210		
7/13/2022	Mid-Hudson	9643		
7/13/2022	Mohawk Valley	1229		
7/13/2022	Monroe	1880		
7/13/2022	Montgomery	69		
7/13/2022	Nassau	6480		
7/13/2022	New York	14875		
7/13/2022	New York City	59644		
7/13/2022	Niagara	307		
7/13/2022	North Country	989		
7/13/2022	Oneida	743		
7/13/2022	Onondaga	1703		
7/13/2022	Ontario	249		
7/13/2022	Orange	1493		
7/13/2022	Orleans	82		
7/13/2022	Oswego	270		
7/13/2022	Otsego	140		
7/13/2022	Putnam	364		
7/13/2022	Queens	15333		
7/13/2022	Rensselaer	453		
7/13/2022	Richmond	3728		
7/13/2022	Rockland	1461		
7/13/2022	STATEWIDE	97605		
7/13/2022	Saratoga	613		
7/13/2022	Schenectady	581		
7/13/2022	Schoharie	63		
7/13/2022	Schuyler	121		
7/13/2022	Seneca	82		
7/13/2022	Southern Tier	1846		
7/13/2022	St. Lawrence	203		
7/13/2022	Steuben	195		
7/13/2022	Suffolk	6726		
7/13/2022	Sullivan	406		
7/13/2022	Tioga	132		
7/13/2022	Tompkins	364		
7/13/2022	Ulster	515		
7/13/2022	Warren	179		
7/13/2022	Washington	184		
7/13/2022	Wayne	215		
7/13/2022	Westchester	4506		
7/13/2022	Western New York	2615		
7/13/2022	Wyoming	90		
7/13/2022	Yates	106		
7/12/2022	Albany	698		
7/12/2022	Allegany	95		
7/12/2022	Bronx	6531		
7/12/2022	Broome	444		
7/12/2022	Capital Region	2527		
7/12/2022	Cattaraugus	104		
7/12/2022	Cayuga	208		
7/12/2022	Central New York	2183		
7/12/2022	Chautauqua	120		
7/12/2022	Chemung	273		
7/12/2022	Chenango	104		
7/12/2022	Clinton	97		
7/12/2022	Columbia	108		
7/12/2022	Cortland	103		
7/12/2022	Delaware	84		
7/12/2022	Dutchess	582		
7/12/2022	Erie	1527		
7/12/2022	Essex	71		
7/12/2022	Finger Lakes	2798		
7/12/2022	Franklin	99		
7/12/2022	Fulton	72		
7/12/2022	Genesee	96		
7/12/2022	Greene	90		
7/12/2022	Hamilton	12		
7/12/2022	Herkimer	214		
7/12/2022	Jefferson	232		
7/12/2022	Kings	11450		
7/12/2022	Lewis	46		
7/12/2022	Livingston	121		
7/12/2022	Long Island	10495		
7/12/2022	Madison	106		
7/12/2022	Mid-Hudson	6993		
7/12/2022	Mohawk Valley	1076		
7/12/2022	Monroe	1799		
7/12/2022	Montgomery	56		
7/12/2022	Nassau	5234		
7/12/2022	New York	9457		
7/12/2022	New York City	39301		
7/12/2022	Niagara	360		
7/12/2022	North Country	746		
7/12/2022	Oneida	534		
7/12/2022	Onondaga	1418		
7/12/2022	Ontario	325		
7/12/2022	Orange	1495		
7/12/2022	Orleans	64		
7/12/2022	Oswego	348		
7/12/2022	Otsego	128		
7/12/2022	Putnam	245		
7/12/2022	Queens	9915		
7/12/2022	Rensselaer	319		
7/12/2022	Richmond	1948		
7/12/2022	Rockland	845		
7/12/2022	STATEWIDE	70155		
7/12/2022	Saratoga	463		
7/12/2022	Schenectady	346		
7/12/2022	Schoharie	72		
7/12/2022	Schuyler	78		
7/12/2022	Seneca	62		
7/12/2022	Southern Tier	1830		
7/12/2022	St. Lawrence	189		
7/12/2022	Steuben	331		
7/12/2022	Suffolk	5261		
7/12/2022	Sullivan	209		
7/12/2022	Tioga	134		
7/12/2022	Tompkins	382		
7/12/2022	Ulster	357		
7/12/2022	Warren	304		
7/12/2022	Washington	199		
7/12/2022	Wayne	211		
7/12/2022	Westchester	3260		
7/12/2022	Western New York	2206		
7/12/2022	Wyoming	59		
7/12/2022	Yates	61		
7/11/2022	Albany	372		
7/11/2022	Allegany	22		
7/11/2022	Bronx	6483		
7/11/2022	Broome	268		
7/11/2022	Capital Region	1480		
7/11/2022	Cattaraugus	87		
7/11/2022	Cayuga	105		
7/11/2022	Central New York	874		
7/11/2022	Chautauqua	76		
7/11/2022	Chemung	111		
7/11/2022	Chenango	50		
7/11/2022	Clinton	58		
7/11/2022	Columbia	65		
7/11/2022	Cortland	34		
7/11/2022	Delaware	58		
7/11/2022	Dutchess	412		
7/11/2022	Erie	873		
7/11/2022	Essex	66		
7/11/2022	Finger Lakes	1226		
7/11/2022	Franklin	60		
7/11/2022	Fulton	70		
7/11/2022	Genesee	86		
7/11/2022	Greene	41		
7/11/2022	Hamilton	9		
7/11/2022	Herkimer	58		
7/11/2022	Jefferson	174		
7/11/2022	Kings	10079		
7/11/2022	Lewis	43		
7/11/2022	Livingston	33		
7/11/2022	Long Island	12171		
7/11/2022	Madison	101		
7/11/2022	Mid-Hudson	5796		
7/11/2022	Mohawk Valley	776		
7/11/2022	Monroe	804		
7/11/2022	Montgomery	62		
7/11/2022	Nassau	5657		
7/11/2022	New York	9858		
7/11/2022	New York City	39243		
7/11/2022	Niagara	237		
7/11/2022	North Country	522		
7/11/2022	Oneida	333		
7/11/2022	Onondaga	509		
7/11/2022	Ontario	95		
7/11/2022	Orange	897		
7/11/2022	Orleans	52		
7/11/2022	Oswego	125		
7/11/2022	Otsego	226		
7/11/2022	Putnam	261		
7/11/2022	Queens	10393		
7/11/2022	Rensselaer	272		
7/11/2022	Richmond	2430		
7/11/2022	Rockland	811		
7/11/2022	STATEWIDE	64259		
7/11/2022	Saratoga	321		
7/11/2022	Schenectady	262		
7/11/2022	Schoharie	27		
7/11/2022	Schuyler	64		
7/11/2022	Seneca	31		
7/11/2022	Southern Tier	876		
7/11/2022	St. Lawrence	112		
7/11/2022	Steuben	69		
7/11/2022	Suffolk	6514		
7/11/2022	Sullivan	188		
7/11/2022	Tioga	56		
7/11/2022	Tompkins	200		
7/11/2022	Ulster	258		
7/11/2022	Warren	88		
7/11/2022	Washington	59		
7/11/2022	Wayne	91		
7/11/2022	Westchester	2969		
7/11/2022	Western New York	1295		
7/11/2022	Wyoming	17		
7/11/2022	Yates	17		
7/10/2022	Albany	401		
7/10/2022	Allegany	41		
7/10/2022	Bronx	3316		
7/10/2022	Broome	253		
7/10/2022	Capital Region	2076		
7/10/2022	Cattaraugus	72		
7/10/2022	Cayuga	93		
7/10/2022	Central New York	1112		
7/10/2022	Chautauqua	73		
7/10/2022	Chemung	63		
7/10/2022	Chenango	62		
7/10/2022	Clinton	126		
7/10/2022	Columbia	45		
7/10/2022	Cortland	51		
7/10/2022	Delaware	70		
7/10/2022	Dutchess	367		
7/10/2022	Erie	1259		
7/10/2022	Essex	43		
7/10/2022	Finger Lakes	1943		
7/10/2022	Franklin	68		
7/10/2022	Fulton	62		
7/10/2022	Genesee	67		
7/10/2022	Greene	49		
7/10/2022	Hamilton	7		
7/10/2022	Herkimer	67		
7/10/2022	Jefferson	132		
7/10/2022	Kings	7057		
7/10/2022	Lewis	13		
7/10/2022	Livingston	92		
7/10/2022	Long Island	6231		
7/10/2022	Madison	89		
7/10/2022	Mid-Hudson	4943		
7/10/2022	Mohawk Valley	573		
7/10/2022	Monroe	1286		
7/10/2022	Montgomery	62		
7/10/2022	Nassau	3345		
7/10/2022	New York	6343		
7/10/2022	New York City	25232		
7/10/2022	Niagara	230		
7/10/2022	North Country	534		
7/10/2022	Oneida	267		
7/10/2022	Onondaga	746		
7/10/2022	Ontario	185		
7/10/2022	Orange	1189		
7/10/2022	Orleans	66		
7/10/2022	Oswego	133		
7/10/2022	Otsego	88		
7/10/2022	Putnam	143		
7/10/2022	Queens	6915		
7/10/2022	Rensselaer	195		
7/10/2022	Richmond	1601		
7/10/2022	Rockland	654		
7/10/2022	STATEWIDE	44944		
7/10/2022	Saratoga	775		
7/10/2022	Schenectady	238		
7/10/2022	Schoharie	27		
7/10/2022	Schuyler	15		
7/10/2022	Seneca	40		
7/10/2022	Southern Tier	625		
7/10/2022	St. Lawrence	145		
7/10/2022	Steuben	84		
7/10/2022	Suffolk	2886		
7/10/2022	Sullivan	418		
7/10/2022	Tioga	30		
7/10/2022	Tompkins	48		
7/10/2022	Ulster	277		
7/10/2022	Warren	250		
7/10/2022	Washington	123		
7/10/2022	Wayne	149		
7/10/2022	Westchester	1895		
7/10/2022	Western New York	1675		
7/10/2022	Wyoming	32		
7/10/2022	Yates	26		
7/9/2022	Albany	525		
7/9/2022	Allegany	59		
7/9/2022	Bronx	5399		
7/9/2022	Broome	424		
7/9/2022	Capital Region	1993		
7/9/2022	Cattaraugus	108		
7/9/2022	Cayuga	107		
7/9/2022	Central New York	1368		
7/9/2022	Chautauqua	139		
7/9/2022	Chemung	215		
7/9/2022	Chenango	96		
7/9/2022	Clinton	116		
7/9/2022	Columbia	74		
7/9/2022	Cortland	96		
7/9/2022	Delaware	88		
7/9/2022	Dutchess	690		
7/9/2022	Erie	1540		
7/9/2022	Essex	77		
7/9/2022	Finger Lakes	2326		
7/9/2022	Franklin	137		
7/9/2022	Fulton	96		
7/9/2022	Genesee	112		
7/9/2022	Greene	71		
7/9/2022	Hamilton	10		
7/9/2022	Herkimer	330		
7/9/2022	Jefferson	137		
7/9/2022	Kings	15926		
7/9/2022	Lewis	28		
7/9/2022	Livingston	95		
7/9/2022	Long Island	10590		
7/9/2022	Madison	166		
7/9/2022	Mid-Hudson	9069		
7/9/2022	Mohawk Valley	1368		
7/9/2022	Monroe	1477		
7/9/2022	Montgomery	59		
7/9/2022	Nassau	5353		
7/9/2022	New York	10127		
7/9/2022	New York City	43440		
7/9/2022	Niagara	286		
7/9/2022	North Country	686		
7/9/2022	Oneida	707		
7/9/2022	Onondaga	826		
7/9/2022	Ontario	193		
7/9/2022	Orange	2762		
7/9/2022	Orleans	86		
7/9/2022	Oswego	173		
7/9/2022	Otsego	138		
7/9/2022	Putnam	276		
7/9/2022	Queens	9917		
7/9/2022	Rensselaer	262		
7/9/2022	Richmond	2071		
7/9/2022	Rockland	1321		
7/9/2022	STATEWIDE	74484		
7/9/2022	Saratoga	471		
7/9/2022	Schenectady	304		
7/9/2022	Schoharie	38		
7/9/2022	Schuyler	73		
7/9/2022	Seneca	51		
7/9/2022	Southern Tier	1512		
7/9/2022	St. Lawrence	181		
7/9/2022	Steuben	193		
7/9/2022	Suffolk	5237		
7/9/2022	Sullivan	581		
7/9/2022	Tioga	107		
7/9/2022	Tompkins	316		
7/9/2022	Ulster	397		
7/9/2022	Warren	159		
7/9/2022	Washington	127		
7/9/2022	Wayne	215		
7/9/2022	Westchester	3042		
7/9/2022	Western New York	2132		
7/9/2022	Wyoming	47		
7/9/2022	Yates	50		
7/8/2022	Albany	711		
7/8/2022	Allegany	81		
7/8/2022	Bronx	7074		
7/8/2022	Broome	409		
7/8/2022	Capital Region	2532		
7/8/2022	Cattaraugus	107		
7/8/2022	Cayuga	162		
7/8/2022	Central New York	1962		
7/8/2022	Chautauqua	115		
7/8/2022	Chemung	243		
7/8/2022	Chenango	71		
7/8/2022	Clinton	165		
7/8/2022	Columbia	133		
7/8/2022	Cortland	107		
7/8/2022	Delaware	91		
7/8/2022	Dutchess	728		
7/8/2022	Erie	1855		
7/8/2022	Essex	76		
7/8/2022	Finger Lakes	2746		
7/8/2022	Franklin	126		
7/8/2022	Fulton	110		
7/8/2022	Genesee	161		
7/8/2022	Greene	86		
7/8/2022	Hamilton	10		
7/8/2022	Herkimer	183		
7/8/2022	Jefferson	208		
7/8/2022	Kings	13032		
7/8/2022	Lewis	31		
7/8/2022	Livingston	114		
7/8/2022	Long Island	11730		
7/8/2022	Madison	219		
7/8/2022	Mid-Hudson	9762		
7/8/2022	Mohawk Valley	1396		
7/8/2022	Monroe	1734		
7/8/2022	Montgomery	81		
7/8/2022	Nassau	6067		
7/8/2022	New York	12082		
7/8/2022	New York City	46366		
7/8/2022	Niagara	271		
7/8/2022	North Country	802		
7/8/2022	Oneida	674		
7/8/2022	Onondaga	1214		
7/8/2022	Ontario	276		
7/8/2022	Orange	1545		
7/8/2022	Orleans	70		
7/8/2022	Oswego	260		
7/8/2022	Otsego	271		
7/8/2022	Putnam	370		
7/8/2022	Queens	11671		
7/8/2022	Rensselaer	325		
7/8/2022	Richmond	2507		
7/8/2022	Rockland	2719		
7/8/2022	STATEWIDE	81465		
7/8/2022	Saratoga	468		
7/8/2022	Schenectady	447		
7/8/2022	Schoharie	77		
7/8/2022	Schuyler	71		
7/8/2022	Seneca	69		
7/8/2022	Southern Tier	1740		
7/8/2022	St. Lawrence	186		
7/8/2022	Steuben	355		
7/8/2022	Suffolk	5663		
7/8/2022	Sullivan	249		
7/8/2022	Tioga	125		
7/8/2022	Tompkins	375		
7/8/2022	Ulster	471		
7/8/2022	Warren	245		
7/8/2022	Washington	117		
7/8/2022	Wayne	169		
7/8/2022	Westchester	3680		
7/8/2022	Western New York	2429		
7/8/2022	Wyoming	68		
7/8/2022	Yates	85		
7/7/2022	Albany	703		
7/7/2022	Allegany	44		
7/7/2022	Bronx	6166		
7/7/2022	Broome	432		
7/7/2022	Capital Region	2665		
7/7/2022	Cattaraugus	111		
7/7/2022	Cayuga	226		
7/7/2022	Central New York	2040		
7/7/2022	Chautauqua	133		
7/7/2022	Chemung	271		
7/7/2022	Chenango	88		
7/7/2022	Clinton	129		
7/7/2022	Columbia	120		
7/7/2022	Cortland	116		
7/7/2022	Delaware	134		
7/7/2022	Dutchess	864		
7/7/2022	Erie	1645		
7/7/2022	Essex	121		
7/7/2022	Finger Lakes	2647		
7/7/2022	Franklin	105		
7/7/2022	Fulton	113		
7/7/2022	Genesee	173		
7/7/2022	Greene	71		
7/7/2022	Hamilton	14		
7/7/2022	Herkimer	165		
7/7/2022	Jefferson	211		
7/7/2022	Kings	12460		
7/7/2022	Lewis	20		
7/7/2022	Livingston	120		
7/7/2022	Long Island	13422		
7/7/2022	Madison	144		
7/7/2022	Mid-Hudson	8763		
7/7/2022	Mohawk Valley	1182		
7/7/2022	Monroe	1681		
7/7/2022	Montgomery	88		
7/7/2022	Nassau	6840		
7/7/2022	New York	11545		
7/7/2022	New York City	43290		
7/7/2022	Niagara	263		
7/7/2022	North Country	809		
7/7/2022	Oneida	538		
7/7/2022	Onondaga	1228		
7/7/2022	Ontario	270		
7/7/2022	Orange	1490		
7/7/2022	Orleans	63		
7/7/2022	Oswego	326		
7/7/2022	Otsego	208		
7/7/2022	Putnam	362		
7/7/2022	Queens	10719		
7/7/2022	Rensselaer	443		
7/7/2022	Richmond	2400		
7/7/2022	Rockland	1284		
7/7/2022	STATEWIDE	78726		
7/7/2022	Saratoga	587		
7/7/2022	Schenectady	295		
7/7/2022	Schoharie	70		
7/7/2022	Schuyler	80		
7/7/2022	Seneca	69		
7/7/2022	Southern Tier	1712		
7/7/2022	St. Lawrence	209		
7/7/2022	Steuben	206		
7/7/2022	Suffolk	6582		
7/7/2022	Sullivan	221		
7/7/2022	Tioga	122		
7/7/2022	Tompkins	379		
7/7/2022	Ulster	510		
7/7/2022	Warren	264		
7/7/2022	Washington	182		
7/7/2022	Wayne	176		
7/7/2022	Westchester	4032		
7/7/2022	Western New York	2196		
7/7/2022	Wyoming	43		
7/7/2022	Yates	52		
7/6/2022	Albany	475		
7/6/2022	Allegany	84		
7/6/2022	Bronx	6826		
7/6/2022	Broome	884		
7/6/2022	Capital Region	2333		
7/6/2022	Cattaraugus	114		
7/6/2022	Cayuga	219		
7/6/2022	Central New York	1996		
7/6/2022	Chautauqua	127		
7/6/2022	Chemung	314		
7/6/2022	Chenango	129		
7/6/2022	Clinton	84		
7/6/2022	Columbia	99		
7/6/2022	Cortland	157		
7/6/2022	Delaware	98		
7/6/2022	Dutchess	799		
7/6/2022	Erie	1620		
7/6/2022	Essex	141		
7/6/2022	Finger Lakes	2597		
7/6/2022	Franklin	134		
7/6/2022	Fulton	81		
7/6/2022	Genesee	118		
7/6/2022	Greene	81		
7/6/2022	Hamilton	8		
7/6/2022	Herkimer	216		
7/6/2022	Jefferson	301		
7/6/2022	Kings	12167		
7/6/2022	Lewis	43		
7/6/2022	Livingston	114		
7/6/2022	Long Island	10958		
7/6/2022	Madison	175		
7/6/2022	Mid-Hudson	9405		
7/6/2022	Mohawk Valley	1212		
7/6/2022	Monroe	1587		
7/6/2022	Montgomery	63		
7/6/2022	Nassau	5543		
7/6/2022	New York	10957		
7/6/2022	New York City	43456		
7/6/2022	Niagara	347		
7/6/2022	North Country	906		
7/6/2022	Oneida	675		
7/6/2022	Onondaga	1198		
7/6/2022	Ontario	287		
7/6/2022	Orange	1677		
7/6/2022	Orleans	69		
7/6/2022	Oswego	247		
7/6/2022	Otsego	122		
7/6/2022	Putnam	312		
7/6/2022	Queens	11561		
7/6/2022	Rensselaer	471		
7/6/2022	Richmond	1945		
7/6/2022	Rockland	1689		
7/6/2022	STATEWIDE	77598		
7/6/2022	Saratoga	314		
7/6/2022	Schenectady	327		
7/6/2022	Schoharie	55		
7/6/2022	Schuyler	95		
7/6/2022	Seneca	64		
7/6/2022	Southern Tier	2443		
7/6/2022	St. Lawrence	195		
7/6/2022	Steuben	260		
7/6/2022	Suffolk	5415		
7/6/2022	Sullivan	395		
7/6/2022	Tioga	179		
7/6/2022	Tompkins	484		
7/6/2022	Ulster	470		
7/6/2022	Warren	342		
7/6/2022	Washington	224		
7/6/2022	Wayne	227		
7/6/2022	Westchester	4063		
7/6/2022	Western New York	2292		
7/6/2022	Wyoming	76		
7/6/2022	Yates	55		
7/5/2022	Albany	352		
7/5/2022	Allegany	35		
7/5/2022	Bronx	2828		
7/5/2022	Broome	183		
7/5/2022	Capital Region	1287		
7/5/2022	Cattaraugus	77		
7/5/2022	Cayuga	75		
7/5/2022	Central New York	1146		
7/5/2022	Chautauqua	57		
7/5/2022	Chemung	188		
7/5/2022	Chenango	87		
7/5/2022	Clinton	49		
7/5/2022	Columbia	67		
7/5/2022	Cortland	55		
7/5/2022	Delaware	38		
7/5/2022	Dutchess	225		
7/5/2022	Erie	708		
7/5/2022	Essex	19		
7/5/2022	Finger Lakes	1302		
7/5/2022	Franklin	44		
7/5/2022	Fulton	35		
7/5/2022	Genesee	59		
7/5/2022	Greene	47		
7/5/2022	Hamilton	3		
7/5/2022	Herkimer	51		
7/5/2022	Jefferson	98		
7/5/2022	Kings	5831		
7/5/2022	Lewis	25		
7/5/2022	Livingston	36		
7/5/2022	Long Island	6398		
7/5/2022	Madison	98		
7/5/2022	Mid-Hudson	7098		
7/5/2022	Mohawk Valley	590		
7/5/2022	Monroe	858		
7/5/2022	Montgomery	22		
7/5/2022	Nassau	3223		
7/5/2022	New York	5163		
7/5/2022	New York City	19581		
7/5/2022	Niagara	166		
7/5/2022	North Country	326		
7/5/2022	Oneida	373		
7/5/2022	Onondaga	792		
7/5/2022	Ontario	150		
7/5/2022	Orange	771		
7/5/2022	Orleans	24		
7/5/2022	Oswego	126		
7/5/2022	Otsego	76		
7/5/2022	Putnam	116		
7/5/2022	Queens	4733		
7/5/2022	Rensselaer	286		
7/5/2022	Richmond	1026		
7/5/2022	Rockland	3594		
7/5/2022	STATEWIDE	39471		
7/5/2022	Saratoga	163		
7/5/2022	Schenectady	185		
7/5/2022	Schoharie	33		
7/5/2022	Schuyler	28		
7/5/2022	Seneca	23		
7/5/2022	Southern Tier	700		
7/5/2022	St. Lawrence	88		
7/5/2022	Steuben	72		
7/5/2022	Suffolk	3175		
7/5/2022	Sullivan	183		
7/5/2022	Tioga	43		
7/5/2022	Tompkins	61		
7/5/2022	Ulster	203		
7/5/2022	Warren	90		
7/5/2022	Washington	97		
7/5/2022	Wayne	106		
7/5/2022	Westchester	2006		
7/5/2022	Western New York	1043		
7/5/2022	Wyoming	31		
7/5/2022	Yates	15		
7/4/2022	Albany	266		
7/4/2022	Allegany	43		
7/4/2022	Bronx	3100		
7/4/2022	Broome	188		
7/4/2022	Capital Region	959		
7/4/2022	Cattaraugus	68		
7/4/2022	Cayuga	66		
7/4/2022	Central New York	760		
7/4/2022	Chautauqua	79		
7/4/2022	Chemung	73		
7/4/2022	Chenango	32		
7/4/2022	Clinton	79		
7/4/2022	Columbia	55		
7/4/2022	Cortland	58		
7/4/2022	Delaware	28		
7/4/2022	Dutchess	226		
7/4/2022	Erie	1004		
7/4/2022	Essex	41		
7/4/2022	Finger Lakes	1444		
7/4/2022	Franklin	50		
7/4/2022	Fulton	38		
7/4/2022	Genesee	84		
7/4/2022	Greene	32		
7/4/2022	Hamilton	4		
7/4/2022	Herkimer	46		
7/4/2022	Jefferson	172		
7/4/2022	Kings	5694		
7/4/2022	Lewis	17		
7/4/2022	Livingston	55		
7/4/2022	Long Island	6174		
7/4/2022	Madison	46		
7/4/2022	Mid-Hudson	3674		
7/4/2022	Mohawk Valley	385		
7/4/2022	Monroe	918		
7/4/2022	Montgomery	36		
7/4/2022	Nassau	3091		
7/4/2022	New York	5130		
7/4/2022	New York City	20417		
7/4/2022	Niagara	236		
7/4/2022	North Country	463		
7/4/2022	Oneida	197		
7/4/2022	Onondaga	492		
7/4/2022	Ontario	133		
7/4/2022	Orange	559		
7/4/2022	Orleans	46		
7/4/2022	Oswego	98		
7/4/2022	Otsego	53		
7/4/2022	Putnam	113		
7/4/2022	Queens	5334		
7/4/2022	Rensselaer	157		
7/4/2022	Richmond	1159		
7/4/2022	Rockland	624		
7/4/2022	STATEWIDE	36466		
7/4/2022	Saratoga	166		
7/4/2022	Schenectady	105		
7/4/2022	Schoharie	15		
7/4/2022	Schuyler	64		
7/4/2022	Seneca	22		
7/4/2022	Southern Tier	760		
7/4/2022	St. Lawrence	100		
7/4/2022	Steuben	155		
7/4/2022	Suffolk	3083		
7/4/2022	Sullivan	149		
7/4/2022	Tioga	53		
7/4/2022	Tompkins	167		
7/4/2022	Ulster	153		
7/4/2022	Warren	131		
7/4/2022	Washington	47		
7/4/2022	Wayne	123		
7/4/2022	Westchester	1850		
7/4/2022	Western New York	1430		
7/4/2022	Wyoming	39		
7/4/2022	Yates	24		
7/3/2022	Albany	348		
7/3/2022	Allegany	67		
7/3/2022	Bronx	3442		
7/3/2022	Broome	259		
7/3/2022	Capital Region	1398		
7/3/2022	Cattaraugus	80		
7/3/2022	Cayuga	101		
7/3/2022	Central New York	1144		
7/3/2022	Chautauqua	79		
7/3/2022	Chemung	100		
7/3/2022	Chenango	74		
7/3/2022	Clinton	105		
7/3/2022	Columbia	64		
7/3/2022	Cortland	37		
7/3/2022	Delaware	53		
7/3/2022	Dutchess	465		
7/3/2022	Erie	1047		
7/3/2022	Essex	58		
7/3/2022	Finger Lakes	1657		
7/3/2022	Franklin	69		
7/3/2022	Fulton	69		
7/3/2022	Genesee	58		
7/3/2022	Greene	38		
7/3/2022	Hamilton	3		
7/3/2022	Herkimer	69		
7/3/2022	Jefferson	125		
7/3/2022	Kings	6125		
7/3/2022	Lewis	16		
7/3/2022	Livingston	57		
7/3/2022	Long Island	7240		
7/3/2022	Madison	92		
7/3/2022	Mid-Hudson	4378		
7/3/2022	Mohawk Valley	530		
7/3/2022	Monroe	1154		
7/3/2022	Montgomery	41		
7/3/2022	Nassau	3690		
7/3/2022	New York	5826		
7/3/2022	New York City	23050		
7/3/2022	Niagara	203		
7/3/2022	North Country	499		
7/3/2022	Oneida	233		
7/3/2022	Onondaga	780		
7/3/2022	Ontario	130		
7/3/2022	Orange	633		
7/3/2022	Orleans	61		
7/3/2022	Oswego	134		
7/3/2022	Otsego	84		
7/3/2022	Putnam	207		
7/3/2022	Queens	6209		
7/3/2022	Rensselaer	169		
7/3/2022	Richmond	1448		
7/3/2022	Rockland	482		
7/3/2022	STATEWIDE	42058		
7/3/2022	Saratoga	345		
7/3/2022	Schenectady	182		
7/3/2022	Schoharie	34		
7/3/2022	Schuyler	10		
7/3/2022	Seneca	29		
7/3/2022	Southern Tier	686		
7/3/2022	St. Lawrence	123		
7/3/2022	Steuben	74		
7/3/2022	Suffolk	3550		
7/3/2022	Sullivan	132		
7/3/2022	Tioga	44		
7/3/2022	Tompkins	72		
7/3/2022	Ulster	279		
7/3/2022	Warren	129		
7/3/2022	Washington	123		
7/3/2022	Wayne	123		
7/3/2022	Westchester	2180		
7/3/2022	Western New York	1476		
7/3/2022	Wyoming	27		
7/3/2022	Yates	18		
7/2/2022	Albany	486		
7/2/2022	Allegany	62		
7/2/2022	Bronx	5241		
7/2/2022	Broome	393		
7/2/2022	Capital Region	2034		
7/2/2022	Cattaraugus	108		
7/2/2022	Cayuga	155		
7/2/2022	Central New York	1349		
7/2/2022	Chautauqua	90		
7/2/2022	Chemung	196		
7/2/2022	Chenango	78		
7/2/2022	Clinton	128		
7/2/2022	Columbia	89		
7/2/2022	Cortland	97		
7/2/2022	Delaware	85		
7/2/2022	Dutchess	601		
7/2/2022	Erie	1396		
7/2/2022	Essex	56		
7/2/2022	Finger Lakes	2057		
7/2/2022	Franklin	108		
7/2/2022	Fulton	80		
7/2/2022	Genesee	72		
7/2/2022	Greene	60		
7/2/2022	Hamilton	13		
7/2/2022	Herkimer	298		
7/2/2022	Jefferson	128		
7/2/2022	Kings	9701		
7/2/2022	Lewis	23		
7/2/2022	Livingston	92		
7/2/2022	Long Island	8976		
7/2/2022	Madison	109		
7/2/2022	Mid-Hudson	6216		
7/2/2022	Mohawk Valley	1002		
7/2/2022	Monroe	1389		
7/2/2022	Montgomery	50		
7/2/2022	Nassau	4234		
7/2/2022	New York	8461		
7/2/2022	New York City	34417		
7/2/2022	Niagara	311		
7/2/2022	North Country	652		
7/2/2022	Oneida	418		
7/2/2022	Onondaga	809		
7/2/2022	Ontario	162		
7/2/2022	Orange	1172		
7/2/2022	Orleans	67		
7/2/2022	Oswego	179		
7/2/2022	Otsego	107		
7/2/2022	Putnam	245		
7/2/2022	Queens	9248		
7/2/2022	Rensselaer	243		
7/2/2022	Richmond	1766		
7/2/2022	Rockland	1023		
7/2/2022	STATEWIDE	60093		
7/2/2022	Saratoga	424		
7/2/2022	Schenectady	422		
7/2/2022	Schoharie	49		
7/2/2022	Schuyler	75		
7/2/2022	Seneca	43		
7/2/2022	Southern Tier	1423		
7/2/2022	St. Lawrence	196		
7/2/2022	Steuben	179		
7/2/2022	Suffolk	4742		
7/2/2022	Sullivan	187		
7/2/2022	Tioga	93		
7/2/2022	Tompkins	324		
7/2/2022	Ulster	283		
7/2/2022	Warren	196		
7/2/2022	Washington	114		
7/2/2022	Wayne	125		
